A61K 8/062 (20130101); A61Q 17/04 (20130101); A61K 8/40 (20130101); A61K 8/738 (20130101); A61K 8/37 (20130101); A61K 2800/41 (20130101); A61K 2800/596 (20130101),430
A01D 45/10 (20130101); A01F 12/444 (20130101); B07B 4/025 (20130101); B07B 4/02 (20130101); B07B 9/02 (20130101); A01F 29/06 (20130101); B07B 7/086 (20130101),179
G06F 3/1256 (20130101); G06F 3/1227 (20130101); G06K 15/026 (20130101); G06F 3/1208 (20130101); G06F 3/1247 (20130101); G06F 3/1206 (20130101); G06F 3/1257 (20130101); G06F 3/1204 (20130101); G06F 3/1285 (20130101); G06F 3/1205 (20130101); G06F 3/04842 (20130101),92
G06F 16/162 (20190101); G06F 16/986 (20190101); G06F 16/3331 (20190101); G06F 16/93 (20190101); G06F 16/31 (20190101); G06F 16/2322 (20190101),105
G06F 8/35 (20130101); G06F 8/34 (20130101); G06F 8/61 (20130101); G06F 9/541 (20130101); G06F 8/20 (20130101),414
H02K 17/42 (20130101); H02K 17/24 (20130101); F03D 9/25 (20160501); H02K 7/1838 (20130101); H02K 5/225 (20130101); H02K 3/51 (20130101); H02K 15/0006 (20130101); H02K 11/30 (20160101); Y02E 10/725 (20130101); H02K 2213/06 (20130101),455
G06Q 40/04 (20130101),161
G08B 27/00 (20130101); G08B 29/12 (20130101),74
,351
H04N 1/3247 (20130101); G06F 3/1287 (20130101); G06F 3/1242 (20130101); G06F 3/125 (20130101); G06F 16/93 (20190101); G06F 40/106 (20200101); G06F 3/1219 (20130101); G06F 16/00 (20190101); H04N 1/32144 (20130101); G06F 40/103 (20200101); G06F 3/1208 (20130101),164
H01M 10/48 (20130101); H01M 10/39 (20130101); H01M 4/0476 (20130101); H01M 10/425 (20130101); H01M 4/13 (20130101),414
G16B 15/00 (20190201); G16B 20/00 (20190201); Y02A 90/26 (20180101),93
G06F 21/53 (20130101); G06F 9/455 (20130101); G06F 21/577 (20130101),3
G06N 5/02 (20130101); G06F 40/55 (20200101); G06N 5/046 (20130101),414
G06F 16/958 (20190101); G06F 16/9566 (20190101); G06F 16/285 (20190101); G06F 16/951 (20190101),23
G06F 9/541 (20130101),414
G08G 5/025 (20130101); G01C 23/00 (20130101); G08G 5/0021 (20130101),453
F16C 29/005 (20130101); F16C 29/063 (20130101); B23Q 1/25 (20130101); F16C 29/0676 (20130101); F16C 29/0671 (20130101); B23Q 1/56 (20130101); B23Q 3/06 (20130101),362
E05B 77/38 (20130101); E05F 5/022 (20130101); E05Y 2900/546 (20130101); Y10T 16/629 (20150115); E05Y 2900/548 (20130101),498
G01H 9/004 (20130101); G01V 1/226 (20130101); G01V 1/42 (20130101); G01V 2200/14 (20130101); G01V 2210/161 (20130101); G01V 2210/30 (20130101); G01V 2210/20 (20130101),428
C09D 5/08 (20130101); C23F 11/188 (20130101); B05D 7/22 (20130101); C23F 11/04 (20130101); C23F 11/08 (20130101); C23F 11/1676 (20130101),552
H01K 3/02 (20130101); H01K 11/00 (20130101); G01J 5/522 (20130101); H01K 7/00 (20130101); H01K 1/18 (20130101); H01K 1/14 (20130101); H01K 1/04 (20130101); G01J 5/046 (20130101); G01J 3/108 (20130101); H01K 1/325 (20130101); G01J 3/26 (20130101),430
G06F 8/72 (20130101); G06F 8/71 (20130101),295
C22C 30/00 (20130101),295
H01Q 1/1264 (20130101); H04W 64/006 (20130101); H01Q 3/04 (20130101); H01Q 19/10 (20130101); H04W 16/28 (20130101); H04W 24/08 (20130101); H04B 17/391 (20150115),3
H01L 21/02376 (20130101); H01L 51/0023 (20130101); H01L 51/0048 (20130101); H01L 51/102 (20130101); H01L 51/0045 (20130101); B82Y 40/00 (20130101); Y10S 977/742 (20130101),417
G06F 40/216 (20200101); G06F 40/242 (20200101); G06N 3/08 (20130101); G06N 7/005 (20130101); G10L 15/187 (20130101); G10L 15/063 (20130101); G10L 15/1822 (20130101); G06F 40/253 (20200101); G06N 20/20 (20190101); G10L 15/26 (20130101); G10L 15/02 (20130101); G10L 15/16 (20130101); G06N 3/04 (20130101); G10L 25/51 (20130101); G10L 25/27 (20130101); G10L 2015/025 (20130101),34
G01C 23/00 (20130101); B64D 45/00 (20130101); G05D 1/0661 (20130101); G05D 1/0083 (20130101),417
G01N 21/645 (20130101); G01N 21/643 (20130101); G01N 21/6452 (20130101); G01N 2201/0221 (20130101); G01N 2021/7793 (20130101); G01N 2021/0118 (20130101),397
A61B 5/0059 (20130101); A61B 5/0071 (20130101); A61B 5/00 (20130101); G01N 21/6486 (20130101); G01N 21/00 (20130101); G01N 21/17 (20130101); A61N 5/062 (20130101); A61K 49/001 (20130101); A61K 49/0019 (20130101); A61K 49/0021 (20130101); A61B 5/0082 (20130101); G01N 21/63 (20130101); A61K 49/0013 (20130101); A61B 1/00 (20130101); G01N 21/62 (20130101),466
G06N 3/04 (20130101); G06F 16/9024 (20190101); H04N 7/181 (20130101); G06F 16/2264 (20190101); G06K 9/6202 (20130101); G06N 3/08 (20130101); G06K 9/00771 (20130101),3
E21B 21/02 (20130101); E21B 33/068 (20130101); E21B 33/14 (20130101),431
G06F 16/2237 (20190101); G06F 16/24568 (20190101); G06F 16/2477 (20190101); G06F 16/11 (20190101); G06F 16/2282 (20190101),453
E21B 49/00 (20130101); G06F 9/44 (20130101); E21B 2041/0028 (20130101),414
E21B 43/26 (20130101); E21B 41/0092 (20130101); E21B 43/267 (20130101); E21B 47/06 (20130101); E21B 49/00 (20130101),417
C12N 1/04 (20130101); C12N 1/14 (20130101); B65B 55/00 (20130101); C12M 45/22 (20130101),239
H04L 67/125 (20130101); H04L 67/42 (20130101); H04L 67/10 (20130101); H04L 67/145 (20130101); H04L 61/2553 (20130101); H04L 12/1859 (20130101); H04L 67/26 (20130101); H04L 12/1895 (20130101); H04L 69/165 (20130101); H04L 61/2514 (20130101); H04L 63/029 (20130101),146
G06F 16/44 (20190101),74
G01V 1/364 (20130101); G01V 1/46 (20130101); G01V 1/42 (20130101); G01V 1/208 (20130101); G01H 9/004 (20130101); G01V 1/48 (20130101); G01V 1/226 (20130101); G01V 2210/1295 (20130101); G01V 2210/3246 (20130101); G01V 2210/1214 (20130101); G01V 2210/34 (20130101); G01V 2210/3248 (20130101); G01V 2210/322 (20130101); G01V 2210/1429 (20130101); G01V 2210/161 (20130101),428
G01F 1/74 (20130101); G01F 25/0007 (20130101); G01F 1/68 (20130101); G01F 1/34 (20130101); E21B 47/12 (20130101); G01F 1/76 (20130101); G01F 15/00 (20130101); G01F 1/50 (20130101),430
A01D 69/08 (20130101); A01F 12/46 (20130101); A01D 90/02 (20130101); B65G 33/14 (20130101); B65G 33/32 (20130101),270
H04L 41/5045 (20130101); H04L 12/66 (20130101); H04L 12/2856 (20130101); H04L 61/1511 (20130101); H04L 61/2015 (20130101),239
G06F 16/904 (20190101); G06F 16/285 (20190101),430
E21B 43/16 (20130101); C09K 8/58 (20130101); C09K 2208/10 (20130101),414
C07C 6/04 (20130101); C07C 1/24 (20130101); C07C 5/2213 (20130101); C12P 7/065 (20130101); C07C 5/2506 (20130101); C07C 6/04 (20130101); C12P 7/04 (20130101); C12P 5/026 (20130101); C07C 11/06 (20130101); C07C 11/08 (20130101); C07C 11/06 (20130101); C07C 11/04 (20130101); C07C 11/08 (20130101); C07C 5/2213 (20130101); C07C 1/24 (20130101); C12P 7/16 (20130101); C07C 1/24 (20130101); C07C 1/24 (20130101); C07C 2523/36 (20130101); C07C 2523/02 (20130101); C07C 2521/04 (20130101); C07C 2521/08 (20130101); C07C 2529/04 (20130101); C07C 2523/28 (20130101); C07C 2523/30 (20130101); C07C 2521/12 (20130101); C07C 2523/06 (20130101); Y02E 50/10 (20130101); C07C 2521/10 (20130101); Y02E 50/17 (20130101); C07C 2523/10 (20130101),295
H04L 67/1095 (20130101); H04L 67/22 (20130101); G06Q 10/101 (20130101); G06Q 10/06398 (20130101); G06Q 10/0633 (20130101); G06Q 10/10 (20130101); G06Q 30/02 (20130101); G06F 3/0484 (20130101); G06Q 30/0201 (20130101),414
G06F 40/151 (20200101); G06F 40/30 (20200101); G06F 16/353 (20190101); G06F 16/345 (20190101); G06F 16/334 (20190101),74
B01L 3/502715 (20130101); G01N 35/00029 (20130101); G01N 27/44773 (20130101); G01N 35/00871 (20130101); G01N 27/44704 (20130101); B01L 3/502761 (20130101); G01N 27/4473 (20130101); B01L 3/50273 (20130101); G01N 27/44791 (20130101); G01N 15/00 (20130101); B01L 2300/04 (20130101); G01N 2015/0053 (20130101); B01L 2200/0652 (20130101); B01L 2300/0627 (20130101); B01L 2300/0816 (20130101); B01L 2300/0864 (20130101); B01L 2300/12 (20130101); B01L 2200/0668 (20130101); B01L 2400/0424 (20130101); B01L 2300/023 (20130101),5
C08G 71/04 (20130101); C08G 18/7621 (20130101); C08G 18/282 (20130101); C08G 18/168 (20130101); C08G 18/2063 (20130101); C08G 71/00 (20130101); C08G 18/71 (20130101); C08G 18/003 (20130101); C08G 18/8064 (20130101),414
G06F 16/248 (20190101); G06F 16/5838 (20190101); G06K 9/00436 (20130101); G06K 9/00416 (20130101); G06F 16/24578 (20190101); G06K 9/78 (20130101); G06K 9/48 (20130101); G06F 16/532 (20190101),23
G05B 13/048 (20130101); G06N 3/0445 (20130101); G06N 3/04 (20130101); E21B 41/0092 (20130101); G06N 3/08 (20130101); G05B 13/0275 (20130101); E21B 43/2406 (20130101); G06N 20/20 (20190101); G06N 20/10 (20190101); G06N 5/003 (20130101),74
G09B 19/00 (20130101); G10L 15/26 (20130101); G09B 5/06 (20130101); G10L 2015/225 (20130101); G10L 25/63 (20130101),417
F24F 11/30 (20180101); F24F 11/62 (20180101); G06T 7/11 (20170101); G06K 9/00711 (20130101); G06K 9/00369 (20130101); F24F 2110/20 (20180101); F24F 2120/10 (20180101); F24F 2110/10 (20180101),295
G01N 17/002 (20130101); F28D 1/06 (20130101),87
G01N 1/2273 (20130101); G01N 1/04 (20130101); E21F 5/08 (20130101); G01N 33/24 (20130101); G01N 2001/028 (20130101); G01N 2001/1006 (20130101),417
A61L 27/06 (20130101); A61L 27/54 (20130101); C07D 233/64 (20130101); C07D 207/44 (20130101); A61L 27/227 (20130101); C07H 3/02 (20130101); C07C 229/06 (20130101); C07D 233/54 (20130101); C07D 403/06 (20130101); A61C 8/0006 (20130101); A61L 27/28 (20130101); A61C 8/0015 (20130101); C07C 333/12 (20130101); C07C 323/58 (20130101); C07C 229/36 (20130101); A61L 2300/21 (20130101); A61L 2300/404 (20130101); A61L 2430/02 (20130101); A61L 2430/34 (20130101); A61L 2300/204 (20130101); A61L 2300/232 (20130101); A61L 2420/06 (20130101); A61L 2400/18 (20130101),414
H03H 17/0225 (20130101); H03H 17/0671 (20130101); H03H 17/0664 (20130101); H03H 2017/0678 (20130101),5
H04N 7/142 (20130101); G06N 20/00 (20190101); G06T 11/60 (20130101); G06F 3/1446 (20130101); H04N 13/327 (20180501); G09G 5/00 (20130101); G06F 3/1454 (20130101); G06F 3/1423 (20130101); G06F 3/1423 (20130101); G06F 3/1454 (20130101); G06F 3/1446 (20130101); G06T 11/60 (20130101); G06T 2210/22 (20130101); G09G 5/00 (20130101); G09G 2320/0693 (20130101); G09G 2340/0492 (20130101); G09G 2356/00 (20130101); G09G 2320/08 (20130101); G09G 2340/0407 (20130101); G09G 2370/042 (20130101); H04N 7/142 (20130101); H04N 13/327 (20180501); G09G 2370/042 (20130101); G06N 5/025 (20130101); G09G 2320/0693 (20130101); G09G 2356/00 (20130101); G09G 2320/08 (20130101); G09G 2340/0407 (20130101); G09G 2340/0492 (20130101); G06T 2210/22 (20130101),3
H05K 7/2029 (20130101); B64D 47/00 (20130101); B64D 2013/0688 (20130101); B64D 2013/064 (20130101); H05K 7/20245 (20130101); B64D 2013/0614 (20130101); F28D 15/0266 (20130101); B64D 2013/0625 (20130101); B64D 2013/0674 (20130101),70
H02K 15/02 (20130101); H02K 5/20 (20130101); B22C 9/22 (20130101); H02K 1/20 (20130101); H02K 15/14 (20130101); B22C 9/02 (20130101),409
G06F 16/2455 (20190101); G06F 16/2264 (20190101),295
G01M 3/2846 (20130101); E21B 47/1025 (20130101); G01M 3/022 (20130101); G01M 3/02 (20130101); E21B 33/06 (20130101),409
B22D 17/007 (20130101); C22C 14/00 (20130101); B22D 21/005 (20130101),414
G06F 12/0246 (20130101); G06F 12/0804 (20130101); G06F 12/0871 (20130101); Y02D 10/13 (20180101); G06F 3/0623 (20130101); G06F 12/0815 (20130101); G06F 9/4401 (20130101),439
A61M 39/22 (20130101); F16K 17/16 (20130101); F16K 31/128 (20130101); F16K 7/12 (20130101),186
C09K 8/524 (20130101); E21B 37/06 (20130101); C07C 15/085 (20130101); C10L 2200/0476 (20130101),431
,436
,129
H04B 7/0695 (20130101); H04B 17/318 (20150115); H04W 36/0061 (20130101); H04W 36/245 (20130101); H04W 72/046 (20130101); H04W 36/08 (20130101); H04B 7/0619 (20130101); H04W 36/06 (20130101); H04W 36/0085 (20180801); H04W 36/00835 (20180801),47
H04L 45/42 (20130101); H04L 45/64 (20130101); H04L 63/0245 (20130101); H04L 63/101 (20130101); H04L 61/1511 (20130101); H04L 63/1416 (20130101); H04L 45/38 (20130101); H04L 63/0236 (20130101); H04L 63/0263 (20130101); H04L 45/7457 (20130101),74
G05D 1/0615 (20130101); G05D 1/0653 (20130101); G08G 5/0013 (20130101); G05D 1/0607 (20130101); G05D 1/046 (20130101); G08G 5/0021 (20130101); G05D 1/0066 (20130101); B64D 31/06 (20130101); B64C 13/16 (20130101); B64C 13/18 (20130101); G05D 1/0005 (20130101); G08G 5/0052 (20130101); G05D 1/0661 (20130101); G05D 1/0676 (20130101); G05D 1/005 (20130101),430
D01F 6/60 (20130101); C08L 77/02 (20130101); C08G 69/28 (20130101); C08K 5/42 (20130101); C08L 77/06 (20130101); D01F 1/10 (20130101); C08G 69/16 (20130101); C08L 77/02 (20130101); C08K 5/42 (20130101); C08L 77/06 (20130101); C08K 5/42 (20130101); D10B 2331/02 (20130101),421
A61B 5/0017 (20130101); A61B 5/14553 (20130101); A61B 5/0295 (20130101); A61B 5/1495 (20130101); A61B 5/6843 (20130101); A61B 5/7282 (20130101); A61B 5/6814 (20130101); A61B 5/7246 (20130101); A61B 5/0261 (20130101); A61B 5/14552 (20130101); A61B 2562/0242 (20130101); A61B 2562/0238 (20130101); A61B 2560/0223 (20130101); A61B 2562/146 (20130101),23
H04L 67/00 (20130101); G06F 17/18 (20130101); G06F 30/20 (20200101); G06K 9/6239 (20130101); G06F 2111/10 (20200101); H04L 67/12 (20130101),414
G06F 3/0659 (20130101); G06F 9/455 (20130101); G06F 3/0613 (20130101); G06F 3/0673 (20130101),74
G06F 3/011 (20130101); G06F 3/04842 (20130101); G02B 27/017 (20130101); G06F 3/0482 (20130101); G02B 27/0179 (20130101); G06F 3/04812 (20130101); G06F 3/017 (20130101); G02B 27/0172 (20130101); H04N 5/44582 (20130101); G06F 3/012 (20130101); H04N 5/4403 (20130101); G06F 1/163 (20130101); G06F 3/0481 (20130101); G06F 3/013 (20130101); G02B 2027/0138 (20130101); H04N 2005/4425 (20130101); G02B 2027/014 (20130101); G02B 2027/0187 (20130101); H04N 2005/4428 (20130101); G02B 2027/0178 (20130101),186
H04L 63/20 (20130101); H04L 63/0428 (20130101); G06F 21/6218 (20130101); G06F 16/2365 (20190101); G06F 16/24578 (20190101); H04L 67/1097 (20130101),295
H04L 1/08 (20130101); H04L 1/22 (20130101); H04L 41/06 (20130101),414
G06F 21/552 (20130101); G06F 21/577 (20130101); G06F 9/455 (20130101); G06F 2221/034 (20130101),23
G06F 11/3006 (20130101); G06F 11/3438 (20130101); G06F 11/3452 (20130101); G06F 9/4881 (20130101); G06F 11/3442 (20130101); G06F 11/3017 (20130101); G06F 9/5005 (20130101); G06F 9/5061 (20130101),428
G06F 9/4401 (20130101); G06F 3/0604 (20130101); G06F 12/1408 (20130101); G06F 9/4406 (20130101); G06F 3/0673 (20130101); G06F 3/0644 (20130101); G06F 3/0626 (20130101); G06F 9/442 (20130101); G06F 2212/1052 (20130101); G06F 2212/402 (20130101),414
A61K 9/0051 (20130101); A61K 31/047 (20130101); A61K 9/0009 (20130101); A61K 31/065 (20130101); A61P 27/00 (20180101); A61K 31/045 (20130101); A61F 9/0026 (20130101); A61F 9/0008 (20130101); A61K 9/127 (20130101); A61P 43/00 (20180101); A61N 1/303 (20130101); A61N 1/044 (20130101),414
A61F 2/4611 (20130101); A61B 17/0206 (20130101); A61B 17/320016 (20130101); A61F 2/30771 (20130101); A61B 17/0218 (20130101); A61F 2/442 (20130101); A61B 17/3209 (20130101); A61B 17/3423 (20130101); A61F 2/4455 (20130101); A61F 2/447 (20130101); A61B 17/025 (20130101); A61B 17/3421 (20130101); A61B 17/3211 (20130101); A61F 2002/30774 (20130101); A61F 2002/30433 (20130101); A61F 2002/30828 (20130101); A61B 2017/00261 (20130101); A61F 2002/2835 (20130101); A61F 2002/30785 (20130101); A61B 2017/0256 (20130101); A61F 2002/30576 (20130101); A61F 2002/30777 (20130101); A61B 2018/00601 (20130101); A61F 2002/30266 (20130101); A61F 2002/30281 (20130101); A61F 2002/30607 (20130101); A61B 2090/0817 (20160201); A61F 2002/30784 (20130101); A61B 17/320036 (20130101); A61B 2090/08021 (20160201); A61F 2002/30593 (20130101); A61F 2002/3093 (20130101); A61F 2002/30904 (20130101); A61F 2002/30616 (20130101); A61F 2002/30176 (20130101); A61F 2250/0098 (20130101); A61B 2017/320052 (20130101); A61F 2310/00011 (20130101); A61F 2310/00179 (20130101); A61B 2017/0262 (20130101); A61F 2002/30578 (20130101); A61F 2002/30062 (20130101); A61F 2310/00359 (20130101); A61B 17/8863 (20130101); A61F 2002/30787 (20130101); A61F 2002/2817 (20130101),414
H04L 63/0807 (20130101); H04L 9/3228 (20130101); H04L 63/083 (20130101); H04L 63/0861 (20130101); H04L 63/0853 (20130101); H04W 12/06 (20130101); H04L 63/18 (20130101); H04W 88/02 (20130101),5
F16L 3/00 (20130101); F16L 3/26 (20130101); F16L 3/08 (20130101); F16L 3/24 (20130101),4
,201
G06Q 50/01 (20130101); G06Q 10/107 (20130101),526
G16H 50/50 (20180101); G06N 20/00 (20190101); Y02A 90/24 (20180101); Y02A 90/26 (20180101),23
G06Q 10/10 (20130101); G06F 16/2228 (20190101); G06F 16/11 (20190101); Y10S 707/99931 (20130101); Y10S 707/99943 (20130101); Y10S 707/99932 (20130101); Y10S 707/99942 (20130101); G06F 16/245 (20190101),23
C07D 215/24 (20130101); C07D 401/12 (20130101); C07B 2200/13 (20130101),397
G01N 33/383 (20130101); G01N 11/14 (20130101); G01N 2011/0026 (20130101),417
G01N 33/383 (20130101); G01N 11/14 (20130101); G01N 2011/0026 (20130101),417
G01N 33/383 (20130101); G01N 11/14 (20130101); G01N 2011/0026 (20130101),417
G01N 33/383 (20130101); G01N 11/14 (20130101); G01N 2011/0026 (20130101),417
C09K 8/62 (20130101); C09K 8/805 (20130101); C09K 8/80 (20130101); E21B 43/267 (20130101); C09K 2208/08 (20130101); E21B 43/26 (20130101),92
C07D 471/04 (20130101),414
H01L 29/1606 (20130101); H01L 29/78696 (20130101); H01L 29/66742 (20130101); H01L 29/66969 (20130101); H01L 29/41725 (20130101); H01L 29/66045 (20130101); H01L 29/775 (20130101); H01L 29/778 (20130101); H01L 51/0545 (20130101); H01L 51/0048 (20130101); H01L 29/24 (20130101),397
G06F 40/126 (20200101); H03M 7/3088 (20130101); G06K 9/72 (20130101),3
C12N 15/52 (20130101); C12P 5/02 (20130101); C12P 5/026 (20130101); C12N 9/88 (20130101); C12Y 402/01127 (20130101),295
C08J 11/06 (20130101); C08J 11/08 (20130101); C22B 21/0069 (20130101); B29B 17/02 (20130101); B09B 3/0016 (20130101); B29B 2017/0224 (20130101); Y02P 10/253 (20151101); Y02W 30/701 (20150501); B29B 2017/0286 (20130101); C22C 21/00 (20130101); B29K 2705/02 (20130101); F27D 11/06 (20130101); B29B 2017/0251 (20130101); B29B 2017/0268 (20130101); B29B 2017/0293 (20130101); C08J 2323/06 (20130101); C08J 2323/10 (20130101); B29B 2017/0248 (20130101),23
B30B 1/12 (20130101); B30B 9/321 (20130101); B62B 3/005 (20130101); B64D 11/0007 (20130101); B65F 1/1426 (20130101); B65F 1/1473 (20130101); B64D 11/04 (20130101); B65F 2240/12 (20130101); B65F 1/1463 (20130101); B65F 2210/162 (20130101),430
G06T 19/00 (20130101); G06T 7/11 (20170101); G06T 7/73 (20170101); G06F 3/017 (20130101); G06F 3/011 (20130101); G06F 3/0304 (20130101); G06F 3/0425 (20130101); G06T 7/77 (20170101); G06T 7/155 (20170101); G06T 7/215 (20170101); G06T 7/194 (20170101); G06T 2210/21 (20130101); G06T 2207/10024 (20130101); G06T 2207/10028 (20130101); G06T 2207/10016 (20130101); G06T 2207/20004 (20130101); G06T 2207/20076 (20130101); G06T 2207/20152 (20130101),23
G01W 1/10 (20130101),414
E21B 43/2406 (20130101); G05B 13/0275 (20130101),74
H04W 8/005 (20130101); H04W 72/1231 (20130101); H04W 72/082 (20130101); H04W 88/02 (20130101); H04W 76/14 (20180201),430
G06F 21/34 (20130101); H04L 9/3228 (20130101); H04L 63/0838 (20130101); H04W 12/06 (20130101); H04L 9/0863 (20130101); H04L 9/0872 (20130101); H04L 9/3215 (20130101),409
B64D 43/02 (20130101); G05D 1/0066 (20130101); B64C 13/18 (20130101),444
C11D 9/007 (20130101); C11C 3/04 (20130101); C11D 13/18 (20130101),104
,414
G03F 7/029 (20130101); G03F 7/031 (20130101); G03F 7/033 (20130101); G03F 7/38 (20130101); B41N 1/04 (20130101); G03F 7/20 (20130101); G03F 7/2002 (20130101); G03F 7/32 (20130101); G03F 7/027 (20130101); G03F 7/085 (20130101); G03F 7/092 (20130101); G03F 7/105 (20130101); G03C 1/73 (20130101),430
,239
H04B 7/0491 (20130101); H04B 1/7083 (20130101); H04B 7/0632 (20130101); H04B 7/0695 (20130101); H04J 11/0076 (20130101); H04B 7/0626 (20130101); H04L 1/0026 (20130101); H04W 72/046 (20130101); H04B 7/0617 (20130101); H04B 7/088 (20130101); H04W 48/00 (20130101); H04W 72/085 (20130101); H04W 56/001 (20130101); H04J 11/0073 (20130101),466
G06F 9/45558 (20130101); G06F 2009/45583 (20130101); G06F 2009/45595 (20130101),430
